source_timestamp,actual_temp,predicted_temp,predicted_for,prediction_horizon_sec,threshold,trend,trend_slope,is_anomaly,window_avg,ingested_at
2026-04-19T07:45:59.635565,31.08,29.08,2026-04-19T07:46:59.635565,60.0,35.0,rising,0.1081,0,26.71,2026-04-19T07:45:59.637052Z
2026-04-19T07:46:04.327454,31.05,29.12,2026-04-19T07:47:04.327454,60.0,35.0,rising,0.12,0,26.95,2026-04-19T07:46:04.328578Z
2026-04-19T07:46:07.098660,31.74,28.6,2026-04-19T07:47:07.098660,60.0,35.0,rising,0.12,0,27.24,2026-04-19T07:46:07.099736Z
2026-04-19T07:46:10.670879,32.0,28.49,2026-04-19T07:47:10.670879,60.0,35.0,rising,0.12,0,27.58,2026-04-19T07:46:10.671963Z
2026-04-19T07:46:14.911904,32.74,28.83,2026-04-19T07:47:14.911904,60.0,35.0,rising,0.12,0,27.94,2026-04-19T07:46:14.913037Z
2026-04-19T07:46:19.493348,32.93,29.33,2026-04-19T07:47:19.493348,60.0,35.0,rising,0.12,0,28.33,2026-04-19T07:46:19.494616Z
2026-04-19T07:46:24.489376,34.32,30.02,2026-04-19T07:47:24.489376,60.0,35.0,rising,0.12,0,28.78,2026-04-19T07:46:24.490586Z
2026-04-19T07:46:26.592035,33.89,30.48,2026-04-19T07:47:26.592035,60.0,35.0,rising,0.12,0,29.21,2026-04-19T07:46:26.593040Z
2026-04-19T07:46:31.094133,34.65,31.0,2026-04-19T07:47:31.094133,60.0,35.0,rising,0.12,0,29.7,2026-04-19T07:46:31.096313Z
2026-04-19T07:46:33.889371,35.22,31.54,2026-04-19T07:47:33.889371,60.0,35.0,rising,0.12,0,30.22,2026-04-19T07:46:33.890565Z
2026-04-19T07:46:36.904379,34.74,31.89,2026-04-19T07:47:36.904379,60.0,35.0,rising,0.12,0,30.67,2026-04-19T07:46:36.905487Z
2026-04-19T07:46:39.987667,34.76,32.28,2026-04-19T07:47:39.987667,60.0,35.0,rising,0.12,0,31.13,2026-04-19T07:46:39.988541Z
2026-04-19T07:46:43.995749,34.53,32.63,2026-04-19T07:47:43.995749,60.0,35.0,rising,0.12,0,31.56,2026-04-19T07:46:43.996830Z
2026-04-19T07:46:47.893981,35.28,33.17,2026-04-19T07:47:47.893981,60.0,35.0,rising,0.12,0,31.97,2026-04-19T07:46:47.894875Z
2026-04-19T07:46:51.009261,34.87,33.48,2026-04-19T07:47:51.009261,60.0,35.0,rising,0.12,0,32.34,2026-04-19T07:46:51.009962Z
2026-04-19T07:46:55.362760,34.82,33.66,2026-04-19T07:47:55.362760,60.0,35.0,rising,0.12,0,32.72,2026-04-19T07:46:55.363898Z
2026-04-19T07:46:57.974596,34.36,34.47,2026-04-19T07:47:57.974596,60.0,35.0,rising,0.12,0,33.03,2026-04-19T07:46:57.975550Z
2026-04-19T07:47:01.181796,33.94,35.29,2026-04-19T07:48:01.181796,60.0,35.0,rising,0.12,0,33.31,2026-04-19T07:47:01.183120Z
2026-04-19T07:47:05.229801,33.73,35.27,2026-04-19T07:48:05.229801,60.0,35.0,rising,0.12,0,33.53,2026-04-19T07:47:05.231037Z
2026-04-19T07:47:09.061902,33.28,35.02,2026-04-19T07:48:09.061902,60.0,35.0,rising,0.12,0,33.7,2026-04-19T07:47:09.063249Z
2026-04-19T07:47:12.548021,31.98,34.51,2026-04-19T07:48:12.548021,60.0,35.0,rising,0.12,0,33.74,2026-04-19T07:47:12.549216Z
2026-04-19T07:47:17.153317,31.37,34.13,2026-04-19T07:48:17.153317,60.0,35.0,rising,0.1085,0,33.76,2026-04-19T07:47:17.154476Z
2026-04-19T07:47:19.191123,31.04,34.02,2026-04-19T07:48:19.191123,60.0,35.0,stable,0.0709,0,33.72,2026-04-19T07:47:19.192435Z
2026-04-19T07:47:22.103854,30.79,33.92,2026-04-19T07:48:22.103854,60.0,35.0,stable,0.0077,0,33.66,2026-04-19T07:47:22.105068Z
2026-04-19T07:47:24.414693,29.86,32.93,2026-04-19T07:48:24.414693,60.0,35.0,stable,-0.0342,0,33.52,2026-04-19T07:47:24.415986Z
2026-04-19T07:47:28.946499,29.23,31.12,2026-04-19T07:48:28.946499,60.0,35.0,falling,-0.1106,0,33.33,2026-04-19T07:47:28.947652Z
2026-04-19T07:47:32.701670,28.3,30.81,2026-04-19T07:48:32.701670,60.0,35.0,falling,-0.12,0,33.03,2026-04-19T07:47:32.702970Z
2026-04-19T07:47:37.588390,27.86,31.43,2026-04-19T07:48:37.588390,60.0,35.0,falling,-0.12,0,32.73,2026-04-19T07:47:37.589426Z
2026-04-19T07:47:40.434091,27.28,31.7,2026-04-19T07:48:40.434091,60.0,35.0,falling,-0.12,0,32.36,2026-04-19T07:47:40.435228Z
2026-04-19T07:47:42.903835,26.67,30.91,2026-04-19T07:48:42.903835,60.0,35.0,falling,-0.12,0,31.93,2026-04-19T07:47:42.905081Z
2026-04-19T07:47:46.667657,26.4,30.43,2026-04-19T07:48:46.667657,60.0,35.0,falling,-0.12,0,31.52,2026-04-19T07:47:46.668711Z
2026-04-19T07:47:51.352242,25.81,29.86,2026-04-19T07:48:51.352242,60.0,35.0,falling,-0.12,0,31.07,2026-04-19T07:47:51.353421Z
2026-04-19T07:47:54.675073,26.06,29.41,2026-04-19T07:48:54.675073,60.0,35.0,falling,-0.12,0,30.65,2026-04-19T07:47:54.676201Z
2026-04-19T07:47:57.907898,35.39,31.03,2026-04-19T07:48:57.907898,60.0,35.0,falling,-0.12,1,30.65,2026-04-19T07:47:57.909242Z
2026-04-19T07:48:00.424093,25.34,29.71,2026-04-19T07:49:00.424093,60.0,35.0,falling,-0.12,0,30.18,2026-04-19T07:48:00.425432Z
2026-04-19T07:48:02.528651,25.39,28.79,2026-04-19T07:49:02.528651,60.0,35.0,falling,-0.12,0,29.7,2026-04-19T07:48:02.529962Z
2026-04-19T07:48:04.937167,25.33,28.22,2026-04-19T07:49:04.937167,60.0,35.0,falling,-0.12,0,29.25,2026-04-19T07:48:04.938296Z
2026-04-19T07:48:08.595982,24.58,27.81,2026-04-19T07:49:08.595982,60.0,35.0,falling,-0.12,0,28.78,2026-04-19T07:48:08.597186Z
2026-04-19T07:48:10.714478,24.97,27.51,2026-04-19T07:49:10.714478,60.0,35.0,falling,-0.12,0,28.35,2026-04-19T07:48:10.715524Z
2026-04-19T07:48:12.871424,24.77,27.16,2026-04-19T07:49:12.871424,60.0,35.0,falling,-0.12,0,27.92,2026-04-19T07:48:12.872699Z
2026-04-19T07:48:17.785950,25.22,26.84,2026-04-19T07:49:17.785950,60.0,35.0,falling,-0.12,0,27.58,2026-04-19T07:48:17.786788Z
2026-04-19T07:48:21.082159,25.54,25.69,2026-04-19T07:49:21.082159,60.0,35.0,falling,-0.12,0,27.29,2026-04-19T07:48:21.083209Z
2026-04-19T07:48:25.262073,25.72,24.49,2026-04-19T07:49:25.262073,60.0,35.0,falling,-0.12,0,27.03,2026-04-19T07:48:25.263137Z
2026-04-19T07:48:28.716224,26.23,24.65,2026-04-19T07:49:28.716224,60.0,35.0,falling,-0.12,0,26.8,2026-04-19T07:48:28.717347Z
2026-04-19T07:48:32.057724,27.13,25.02,2026-04-19T07:49:32.057724,60.0,35.0,falling,-0.12,0,26.66,2026-04-19T07:48:32.059152Z
2026-04-19T07:48:34.290348,27.93,25.49,2026-04-19T07:49:34.290348,60.0,35.0,falling,-0.12,0,26.6,2026-04-19T07:48:34.291198Z
2026-04-19T07:48:38.167093,28.23,25.88,2026-04-19T07:49:38.167093,60.0,35.0,falling,-0.0969,0,26.59,2026-04-19T07:48:38.168355Z
2026-04-19T07:48:41.057188,28.54,25.95,2026-04-19T07:49:41.057188,60.0,35.0,stable,-0.0443,0,26.63,2026-04-19T07:48:41.058368Z
2026-04-19T07:48:46.054903,29.67,26.35,2026-04-19T07:49:46.054903,60.0,35.0,stable,0.0069,0,26.75,2026-04-19T07:48:46.056260Z
2026-04-19T07:48:50.174638,30.27,27.49,2026-04-19T07:49:50.174638,60.0,35.0,stable,0.0482,0,26.93,2026-04-19T07:48:50.176031Z
2026-04-19T07:48:53.496550,30.71,28.96,2026-04-19T07:49:53.496550,60.0,35.0,rising,0.1009,0,27.14,2026-04-19T07:48:53.497782Z
2026-04-19T07:48:56.605191,31.71,29.66,2026-04-19T07:49:56.605191,60.0,35.0,rising,0.12,0,27.44,2026-04-19T07:48:56.605944Z
2026-04-19T07:48:59.438360,31.54,28.02,2026-04-19T07:49:59.438360,60.0,35.0,stable,0.0054,0,27.71,2026-04-19T07:48:59.439764Z
2026-04-19T07:49:03.237508,32.23,28.3,2026-04-19T07:50:03.237508,60.0,35.0,rising,0.12,0,27.55,2026-04-19T07:49:03.238781Z
2026-04-19T07:49:06.280335,32.56,28.86,2026-04-19T07:50:06.280335,60.0,35.0,rising,0.12,0,27.91,2026-04-19T07:49:06.281540Z
2026-04-19T07:49:11.229984,33.64,29.52,2026-04-19T07:50:11.229984,60.0,35.0,rising,0.12,0,28.33,2026-04-19T07:49:11.231308Z
2026-04-19T07:49:15.769067,33.73,30.04,2026-04-19T07:50:15.769067,60.0,35.0,rising,0.12,0,28.75,2026-04-19T07:49:15.770124Z
2026-04-19T07:49:19.005021,33.81,30.52,2026-04-19T07:50:19.005021,60.0,35.0,rising,0.12,0,29.21,2026-04-19T07:49:19.006310Z
2026-04-19T07:49:21.216034,34.34,31.04,2026-04-19T07:50:21.216034,60.0,35.0,rising,0.12,0,29.68,2026-04-19T07:49:21.217357Z
2026-04-19T07:49:25.427344,34.5,31.47,2026-04-19T07:50:25.427344,60.0,35.0,rising,0.12,0,30.16,2026-04-19T07:49:25.428528Z
2026-04-19T07:49:28.125965,34.88,31.95,2026-04-19T07:50:28.125965,60.0,35.0,rising,0.12,0,30.65,2026-04-19T07:49:28.127095Z
2026-04-19T07:49:31.939306,34.95,32.39,2026-04-19T07:50:31.939306,60.0,35.0,rising,0.12,0,31.12,2026-04-19T07:49:31.939641Z
2026-04-19T07:49:36.579976,35.44,32.89,2026-04-19T07:50:36.579976,60.0,35.0,rising,0.12,0,31.6,2026-04-19T07:49:36.581174Z
2026-04-19T07:49:40.678476,35.13,33.21,2026-04-19T07:50:40.678476,60.0,35.0,rising,0.12,0,32.05,2026-04-19T07:49:40.679409Z
2026-04-19T07:49:43.663976,35.05,33.48,2026-04-19T07:50:43.663976,60.0,35.0,rising,0.12,0,32.44,2026-04-19T07:49:43.665218Z
2026-04-19T07:49:45.829497,34.94,33.77,2026-04-19T07:50:45.829497,60.0,35.0,rising,0.12,0,32.79,2026-04-19T07:49:45.829852Z
2026-04-19T07:49:50.428559,34.49,33.96,2026-04-19T07:50:50.428559,60.0,35.0,rising,0.12,0,33.11,2026-04-19T07:49:50.429143Z
2026-04-19T07:49:55.260829,33.77,34.38,2026-04-19T07:50:55.260829,60.0,35.0,rising,0.12,0,33.37,2026-04-19T07:49:55.261955Z
2026-04-19T07:50:00.129500,33.79,34.84,2026-04-19T07:51:00.129500,60.0,35.0,rising,0.12,0,33.57,2026-04-19T07:50:00.130445Z
2026-04-19T07:50:04.004621,32.94,34.97,2026-04-19T07:51:04.004621,60.0,35.0,rising,0.12,0,33.71,2026-04-19T07:50:04.005789Z
2026-04-19T07:50:06.765353,32.48,34.6,2026-04-19T07:51:06.765353,60.0,35.0,rising,0.12,0,33.8,2026-04-19T07:50:06.765992Z
2026-04-19T07:50:11.756669,31.68,34.15,2026-04-19T07:51:11.756669,60.0,35.0,rising,0.12,0,33.79,2026-04-19T07:50:11.757991Z
2026-04-19T07:50:15.512906,31.55,34.02,2026-04-19T07:51:15.512906,60.0,35.0,stable,0.0653,0,33.8,2026-04-19T07:50:15.514350Z
2026-04-19T07:50:20.317797,30.35,33.7,2026-04-19T07:51:20.317797,60.0,35.0,stable,0.0098,0,33.7,2026-04-19T07:50:20.319024Z
2026-04-19T07:50:22.845877,29.5,32.03,2026-04-19T07:51:22.845877,60.0,35.0,stable,-0.0701,0,33.55,2026-04-19T07:50:22.847204Z
2026-04-19T07:50:25.917269,29.83,30.77,2026-04-19T07:51:25.917269,60.0,35.0,falling,-0.1136,0,33.36,2026-04-19T07:50:25.917794Z
